project,description,start_date,start_time,end_date,end_time,duration,type,effort_hours
Lit Review,paper writing,2023-02-15,14:20:25,2023-02-15,18:07:10,03:46:45,Research,3.779166666666667
Lit Review,paper writing,2023-02-15,20:33:53,2023-02-15,23:24:15,02:50:22,Research,2.8394444444444447
Lit Review,paper writing,2023-02-16,08:37:46,2023-02-16,10:41:59,02:04:13,Research,2.0702777777777777
Lit Review,paper writing,2023-02-16,11:12:48,2023-02-16,11:50:08,00:37:20,Research,0.6222222222222222
TA-INF2192,answering questions,2023-02-16,15:10:00,2023-02-16,15:40:00,00:30:00,TA,0.5
Lit Review,paper writing,2023-02-16,15:31:16,2023-02-16,15:56:25,00:25:09,Research,0.4191666666666667
Lit Review,paper writing,2023-02-16,20:05:00,2023-02-17,00:48:30,04:43:30,Research,4.725
Cookie Lab,meeting,2023-02-17,11:00:00,2023-02-17,12:00:00,01:00:00,Other Activities,1
TA-INF2192,questions and project status,2023-02-17,12:00:30,2023-02-17,12:35:35,00:35:05,TA,0.5847222222222223
Lit Review,paper review,2023-02-17,14:00:00,2023-02-17,15:00:00,01:00:00,Research,1
Lit Review,paper writing,2023-02-18,12:19:41,2023-02-18,12:56:16,00:36:35,Research,0.6097222222222223
Lit Review,paper writing,2023-02-18,13:45:22,2023-02-18,15:21:48,01:36:26,Research,1.6072222222222223
Lit Review,paper writing,2023-02-18,21:11:04,2023-02-18,23:55:44,02:44:40,Research,2.7444444444444445
INF3104,final paper,2023-02-19,18:00:00,2023-02-19,22:30:00,04:30:00,Course Work,4.5
Lit Review,addressing Naver feedback,2023-02-20,21:00:00,2023-02-20,23:00:00,02:00:00,Research,2
TA-INF2192,discovery report,2023-02-21,09:30:27,2023-02-21,12:30:40,03:00:13,TA,3.0036111111111112
INF3104,paper 3,2023-02-21,12:30:00,2023-02-21,15:26:00,02:56:00,Course Work,2.933333333333333
INF2169,paper 1,2023-02-21,17:45:00,2023-02-21,19:50:00,02:05:00,Course Work,2.0833333333333335
Lit Review,paper review,2023-02-22,08:35:30,2023-02-22,10:16:39,01:41:09,Research,1.6858333333333333
Lit Review,paper review,2023-02-22,17:31:52,2023-02-22,19:20:34,01:48:42,Research,1.8116666666666668
INF2169,paper 1,2023-02-22,19:41:00,2023-02-22,20:11:00,00:30:00,Course Work,0.5
INF3104,paper 3,2023-02-22,20:11:37,2023-02-22,22:35:17,02:23:40,Course Work,2.3944444444444444
INF2169,paper 1,2023-02-23,09:25:19,2023-02-23,11:00:06,01:34:47,Course Work,1.5797222222222222
INF3104,paper 3,2023-02-23,11:00:52,2023-02-23,11:36:52,00:36:00,Course Work,0.6
INF2169,paper 1,2023-02-23,11:45:23,2023-02-23,13:04:14,01:18:51,Course Work,1.3141666666666667
INF2169,paper 1,2023-02-23,14:00:01,2023-02-23,17:48:15,03:48:14,Course Work,3.803888888888889
TA-INF2192,discovery report,2023-02-23,21:34:40,2023-02-23,23:00:22,01:25:42,TA,1.4283333333333332
Finance CA Marginalization,Brain dump,2023-02-24,21:00:00,2023-02-24,23:18:00,02:18:00,Research,2.3
Finance CA Marginalization,writing,2023-02-25,09:38:47,2023-02-25,12:51:45,03:12:58,Research,3.216111111111111
Finance CA Marginalization,writing,2023-02-25,13:27:59,2023-02-25,14:52:56,01:24:57,Research,1.4158333333333333
Lit Review,final review,2023-02-26,16:40:57,2023-02-26,17:45:30,01:04:33,Research,1.0758333333333334
Lit Review,final review,2023-02-26,20:45:39,2023-02-27,02:27:56,05:42:17,Research,5.704722222222222
INF2169,class + AK assignment 1,2023-02-27,11:10:00,2023-02-27,13:25:00,02:15:00,Course Work,2.25
INF3104,class,2023-02-27,13:10:00,2023-02-27,16:00:00,02:50:00,Course Work,2.8333333333333335
Finance CA Marginalization,AK brainstorm,2023-02-27,16:10:00,2023-02-27,16:45:00,00:35:00,Research,0.5833333333333334
Finance CA Marginalization,writing,2023-02-27,20:13:04,2023-02-28,00:38:44,04:25:40,Research,4.427777777777778
Research-General,Naver meeting,2023-02-28,09:00:00,2023-02-28,10:00:00,01:00:00,Research,1
TA-INF2192,discovery report,2023-02-28,11:00:08,2023-02-28,13:00:10,02:00:02,TA,2.0005555555555556
Finance CA Marginalization,writing,2023-02-28,18:19:08,2023-02-28,19:42:48,01:23:40,Research,1.3944444444444444
Finance CA Marginalization,writing,2023-02-28,21:00:17,2023-03-01,00:55:29,03:55:12,Research,3.92
Finance CA Marginalization,writing,2023-03-01,13:00:01,2023-03-01,15:23:47,02:23:46,Research,2.3961111111111113
Finance CA Marginalization,writing,2023-03-01,20:00:49,2023-03-01,21:24:49,01:24:00,Research,1.4
INF3104,paper 3,2023-03-02,08:45:39,2023-03-02,11:38:52,02:53:13,Course Work,2.8869444444444445
writing course,structure coherence,2023-03-02,16:00:52,2023-03-02,17:30:52,01:30:00,Learning,1.5
Cookie Lab,Lab Meeting,2023-03-03,11:00:00,2023-03-03,12:00:00,01:00:00,Other Activities,1
TA-INF2192,discovery report,2023-03-03,12:35:05,2023-03-03,16:09:31,03:34:26,TA,3.573888888888889
Service Work,Data Science Hackathon,2023-03-04,11:00:00,2023-03-04,17:00:00,06:00:00,Other Activities,6
INF3104,paper 3,2023-03-04,21:25:24,2023-03-04,23:54:08,02:28:44,Course Work,2.4788888888888887
Service Work,Data Science Hackathon,2023-03-05,09:45:05,2023-03-05,17:30:06,07:45:01,Other Activities,7.750277777777778
TA-INF2192,discovery report,2023-03-06,08:30:22,2023-03-06,09:49:43,01:19:21,TA,1.3225
INF2169,class,2023-03-06,11:00:00,2023-03-06,13:00:00,02:00:00,Course Work,2
INF3104,class,2023-03-06,13:00:00,2023-03-06,16:30:00,03:30:00,Course Work,3.5
TA-INF2192,discovery report,2023-03-06,16:44:09,2023-03-06,18:29:40,01:45:31,TA,1.7586111111111111
TA-INF2192,discovery report,2023-03-06,20:46:12,2023-03-06,21:50:28,01:04:16,TA,1.0711111111111111
TA-INF2192,playback 1,2023-03-07,09:00:00,2023-03-07,12:00:00,03:00:00,TA,3
INF3104,paper 3,2023-03-07,16:54:29,2023-03-07,18:13:05,01:18:36,Course Work,1.31
TA-INF2192,playback 1,2023-03-07,18:30:00,2023-03-07,21:40:00,03:10:00,TA,3.1666666666666665
TA-INF2192,office hour,2023-03-08,10:15:00,2023-03-08,11:00:00,00:45:00,TA,0.75
INF3104,paper 3,2023-03-08,11:19:35,2023-03-08,14:04:58,02:45:23,Course Work,2.756388888888889
INF3104,paper 3,2023-03-08,15:39:51,2023-03-08,19:56:35,04:16:44,Course Work,4.278888888888889
INF3104,paper 3,2023-03-08,20:48:48,2023-03-09,00:01:15,03:12:27,Course Work,3.2075
INF3104,paper 3,2023-03-09,09:17:41,2023-03-09,10:01:33,00:43:52,Course Work,0.7311111111111112
INF2169,paper 1,2023-03-09,10:31:59,2023-03-09,11:32:42,01:00:43,Course Work,1.0119444444444445
INF3104,paper 3,2023-03-09,13:00:10,2023-03-09,13:45:12,00:45:02,Course Work,0.7505555555555555
writing course,crafting effective sentences,2023-03-09,16:00:15,2023-03-09,17:39:16,01:39:01,Learning,1.6502777777777777
INF2169,paper 1,2023-03-09,21:41:23,2023-03-09,23:14:20,01:32:57,Course Work,1.5491666666666666
INF3104,paper 3,2023-03-10,08:46:02,2023-03-10,13:03:58,04:17:56,Course Work,4.2988888888888885
INF2169,paper 1,2023-03-10,14:28:55,2023-03-10,16:23:57,01:55:02,Course Work,1.9172222222222222
INF2169,paper 1,2023-03-10,21:32:56,2023-03-10,22:37:28,01:04:32,Course Work,1.0755555555555556
INF3104,paper 3,2023-03-12,18:08:08,2023-03-12,20:38:04,02:29:56,Course Work,2.4988888888888887
INF2169,paper 1,2023-03-12,21:28:36,2023-03-13,00:30:24,03:01:48,Course Work,3.03
Talks,AI as Financial Infrastructure,2023-03-13,10:00:00,2023-03-13,11:30:00,01:30:00,Learning,1.5
INF2169,class,2023-03-13,11:45:00,2023-03-13,13:00:00,01:15:00,Course Work,1.25
INF3104,class,2023-03-13,13:10:00,2023-03-13,16:10:00,03:00:00,Course Work,3
